ID	target	implied_statement
896998532397268992	Blacks	Blacks are not self-governing
756169788360011776	white people	White people are trash.
822267322794549249	Progressives	Progressives are against whites
568972917196791809	Muslims	Muslims are terrorists
571781316401872896	Blacks	Blacks use violence against whites.
625309687152549888	white people	all white identifying people are racist
943111444110995456	Minorities	Minorities target whites for crimes.
894024581819670528	Minorities	Minorities are against whites
900155695948939265	white people	White people are civilized.
866886717118304256	Minorities	Minorities are inferior.
860526417272074240	Immigrants	Immigrants are invading America
934238852063072128	Sanctuary cities	Sanctuary cities violate federal law
923614866354655232	Immigrants	Immigrants are invaders
680027730109444096	Jews	Jews don't like Muslims
872793963429756928	Muslims	Muslims do ramadan and it kills people.
713371357426266112	Muslims	Muslims commit terrorism in the name of their religion.
420254571290583040	Jews	Jews support child abuse
469846259293884416	Muslims	Muslims are murderers
894330789458063360	Mexicans	Mexicans should be kept out of USA.
723235617706893312	Conservative males	Conservative males are effeminate
908443974297423873	Minorities	Minorities want to wipe out the white race
921465061465579520	white people	White people aren't violent.
777603936916164608	Blacks	Blacks keep double standards
924711545166286849	Whites	Whites are heathens
752153003994472448	Blacks	Blacks want a war with whites.
762629023503556608	Immigrants	Immigrants should be expelled.
938945147726979072	Immigrants	Immigrants should be deported
916415417144496128	non-whites	Non-whites don't like white people.
937439573503827968	Immigrants	Immigrants should be shot down
920781695808360456	illegal aliens	Illegal aliens should be deported.
208387208724496384	Jews	Jews are greedy money lovers.
750531859038208005	white people	White people should be in charge.
61509844288540672	People of Color	People of Color are a threat to the future of the white race, thankfully Russia is on the side of whites.
333707630247817218	Minorities	Minorities are inferior
731593835747233920	Muslims	Muslims are crazy savages
937769937795518464	Women	Women are worth nothing more than what they can provide a man
808353237401305088	Non-christians	Non-christians are substandard people
662536462978514945	Indian people	Indian people whine too much
909193434073792513	Immigrants	Immigrants are disrespectful.
904631498699153408	Immigrants	Immigrants should be deported
907632938363314176	white people	White people are in danger.
482953178305294337	Muslims	Muslims are killers.
922389124291559424	white people	White people are killed and raped.
626132742003118080	black people	Black people are killers.
889554303035342849	white people	White people kill black people.
256068593723265024	Bible publishers	Bible publishers are Christians
873735275305984001	whites	violence against whites
807099597646532608	Asian folks	Asian people are stupid
904361447966343168	Liberals	Liberals to see the end of the white race
763368764884737920	Muslims	Muslims will get waterboarded
925258612246708224	Minorities	Minorities dismiss whites rights.
892578222759477248	Black people	Black people are a burden
868871289242517505	Jewish activists	Jewish activists cause scandals.
892404086745726976	Minorities	Minorities hold double standards for whites
863607645059592192	white people	White people should start a revolution.
770298882697887744	Progressives	Progressives are dishonest.
756337572398428160	Black folks	Black folks should be taken away from society
672276208919400448	Blacks	Blacks are targeting whites.
924657829113466880	black folks	Blacks cause the decay of American culture
905550815393349632	Immigrants	Immigrants are stupid
742093067935580160	Immigrants	Immigrants should be deported
774389853416984577	white people	White people are in danger.
897676738272079873	Christians	Christians have persecuted others in the past and put them in a yoke
296842831736233984	White people	White people are smarter than black people.
837511694708527104	Muslims	Muslims should get killed
900473169668001793	Minorities	Minorities are against whites
904805892864008195	white folks	Everyone hates white people
686676601728319493	white people	White people are dying.
751630562813571072	Not specified	the group should be fought.
825131022727602176	Jews	Jews attack whites
GAB_15273	Right Wing	Right wing are killer.
566486067386142720	media	media is corrupt
947477555266830337	Democrats	Democrats can't think for themselves
634788821775814657	non-white people	non-white people are enemies
5056642714443776	muslims	Muslims are terrorist and use bomb.
762390603237777408	Muslims	Muslims immigration should be banned.
673208854893563904	Arabians	Arabians are criminals.
738783221983420416	Minorities	Minorities are inferior
943182555318247424	Not specified	the group should be ended.
675838185239367680	Muslims	Muslims are domineering
929737230637326336	Women	Women are dumb
936389720598302721	White progressives	White progressives are against the white race.
930276668845035520	Blacks	Blacks look for handouts
323136036404350977	white people	White people are superior.
478926479037067265	white people	White people should be proud of their races.
924265375138746368	poor people	Poor people should be sterilized.
704242314353377281	whites	whites are racists
896119044675313664	Immigrants	Immigrants are too much.
775026456908828673	Jews	Jews commit acts of violence
888029976976556032	white people	White people should be investigated.
388331389302472704	Jews	Jews are dishonest liars.
703954272128507905	Black people	Black people vote are easily manipulated
831906969086721920	Not specified	The group are not smart.
795447737756041216	immigrants	immigrants and their offspring subsist on welfare.
880129299612938245	non-white people	non-white people are inferior
770872992171601924	Minority immigrants	Minority immigrants are subpar people.
914297035729326080	Minorities	Minorities are substandard races
907676596609404930	white nationalists	White nationalists are Jewish.
878996828255072256	Whites	Whites are trashy
912094380646739968	whites	whites have racist guilt
778212973307318272	immigrants	Immigrants are lazy.
428354317486026816	Immigrants.	Immigrants must be exploited.
900783719254044672	immigrants	Immigrants are uneducated and deserve to go to Canada
920059013496176641	Minorities	Minorities want to abolish the white race.
877633972422950912	foreigners	Foreigners should be exterminated with nukes
601928148213628928	white people	White people should rule the world.
945371186413953024	Gays	Gays are abnormal
701863212732387328	media	Media hates Germans.
555276119851532288	black people	Black people are violent.
910943550090625024	white people	White people are criminalized.
931919360414728192	Haitians	Haitians are scum and must be expelled
801282808664719360	Spanish And Mexicans	Spanish and Mexicans are not White
684161876897300480	immigrants	Immigrants should not take from work of other people
844022079116791808	Americans	Americans are nationlists
939022309926375424	Poor people	Poor people are weak
231151608573091840	non-white people	non-white people are not smart
735744916819574784	Minorities	Minorities are lower class of citizens
694357536183455745	Muslims	Muslim are invaders.
597564284760121344	Muslims	Muslims teach world domination by Muslims.
848569743883808640	Muslims	Muslims should not be given opportunities
899281429917466624	white people	white people are threatened
886689560922607616	Muslims	Muslims are terrorist.
903477343208972288	Jews	Jews are liars.
600395988331843584	Muslims	Muslims don't belong in the White House.
876183030888628224	Criminals	Criminals should be deported.
727524063065870336	Black people	Black people are irresponsible
926535664161689600	White Progressives	White Progressives are dumb
893184663518314496	non-white people	non-white people are inferior
831804394505175040	Muslims	Muslims are radical and should be kicked out of the country.
895505386769219584	Jews	Jews are against whites.
910259752764149760	white people	White people cause more problems than Jews and blacks.
721422700002942848	Blacks	Blacks are like animals
755603433810497536	anti-white people	Anti-white people hate whites.
517004000000000000	Criminals	Criminals should get shot and killed in the head.
850163009049681920	white people	white people deserve to be safe.
778806532670566400	white people	White people are deserving.
815658431772237824	Immigrants	Immigrants are like animals
921870752428756993	white people	White people contribute a lot.
861695670754869120	Immigrants	Immigrants should not receive money from gofund me.
899686255163711488	Women	Women are irrational or emotional because of their periods.
938149734631591938	Minorities	Minorities are subpar races
889279322749509632	white people	White people deserve to live.
865020828106334208	White liberals	White liberals are liars.
630128822290120705	non-white people	non-white people are a threat
927553782401191936	Muslims	Muslims are stupid
646768051703152640	Harvard	Harvard denies the smartest whites and embraces terrorism
896024044742377472	Immigrants	Immigrants should be deported.
519633040511737858	white people	White people are dying out in New Zealand.
924792222213578752	Minorities	Minorities are inferior.
354670816660692992	non-white people	non-white people are hypocrites
282524009533411328	Blacks	Blacks are incapable of self-governance
849355928960995329	Black people	Black people are hypocrites
353245917131972609	white people	White people are sacrificed to make blacks happy.
887026144888934400	Minorities	Minorities are taking over.
905680785897861120	Liberals	Liberals hate whites.
750049333429493761	Minorities	Minorities have no rights to be true citizens.
742936470000930816	immigrants	immigrants should be banned from entering the country
678409970451353600	non-white people	non-white people are dangerous
900238671756046337	Intellectuals	Intellectuals are dishonest about whites
720837714807926785	Minorities	Minorities want to erase white history.
240108581251338240	blacks	blacks are liars
765131124997779456	white people	White people are oppressed.
912547238341169153	Jews	Jews are inferior
623689735605608449	Minorities	Minorities promote racism.
937150215957573632	non-white people	non-white people are hateful
941464373071147008	Religious people	Religious people practice abstinence
926155524361609216	Immigrants	Immigrants should be deported
911793566652993536	Gays	Gays are inferior.
817793065343545345	Minorities	Minorities are primitive and brutal.
805454636324896769	Muslims	Muslims kill Non-Muslims
831398377313169408	white folks	anti-white
780979114174013440	Jews	Jews think they are white.
787720739675832320	Conservative whites	Conservative whites are racists
543863805789233152	white people	White people are good for America.
859705512727916544	Jews	Jews don't like white people.
489775141887676416	Muslims	Muslims are violent
638208155290173440	white people	White people are dying out.
941786132722921473	Black people	Black people are coddled
891475650766401408	Black folks	Black folks are stinky
751614851932237825	muslims	Muslims are terrorists.
884935867017592834	Minorities	Minorities are inferior to whites
626147988101046272	moderate conservatives	moderate conservatives are snowflakes.
903025770737438720	White people	White people are violent nazis
703280928760573952	white people	White people are racist.
854434683366637440	black people	Black people should not study with white people.
843941834661531520	Black Folks	Considering black people are mentally inferior or less clever.
GAB_14141	No specific group	See above
925790673202167808	immigrants	immigrants are incapable of fitting into society as they are undeveloped peoples
587819978314743809	non-white women	non-white women are unattractive
896773144966565890	Blacks	Blacks promote white guilt
946552838162976769	Blacks	Blacks are bigoted
924706100724805632	immigrants	immigrants are not worth protection as they are lazy and incapable
923394284920827904	conservatives	Conservitives want to wreck the country.
737712544849100800	Americans	Americans aren't racist.
779162712299409408	non-white people	non-white people are inferior
839021107797688320	No specific group	See above
940681089265397761	Albanians	Albanians are discriminated against
902344915589455872	Progressives	Progressives are weak and effeminate
855182405036109824	black people	Black people are racist.
697573905632993280	Arabians	Arabians hate white people.
869699778996617216	Immigrants	Immigrants are thieves
946919177759215616	Whites	Whites are racist
536423213807710208	white people	white people are more important than other people.
751137555337314304	Jews	Jews are conspirators
787089600812572672	black people	Black people are racist.
613910668216020992	Minorities	Minorities are lesser races.
847568798399873024	Minorities	Minorities blame whites
96529408977928192	muslims	Muslims are violent.
944607574707572736	skinny white kids	Skinny white kids love politics.
848954925304381440	Latino folks	Latino folks should be deported
928263284985176064	Jews	Jews are corrupt
901074848083922944	Blacks	Blacks promote hatred
544301301484773376	Islamic people	Islamic people hate Christians.
356115523089600512	non-white people	non-white people are enemies
672816277283594240	Minorities	Minorities are sub-human races of people.
659444457280958464	Muslims	Muslims are terrorist.
426753313128714241	immigrants	immigrants are uncivilized
891760947748097920	Mexican	Mexican should be kept in mexico.
496724944815136768	Immigrants	Immigrants cause diseases
568057017882910721	Minority immigrants	Minority immigrants try to wipe out white culture.
731560968346423296	white people	White people are rich.
903099876723965952	Jews	Jews manipulate the truth
725541834626228227	Minority immigrants	Minority immigrants want to take over the country.
530940246717132800	Jewish people	Jewish people don't like white people.
403583968672378880	Illegal Immigrants	Illegal Immigrants should be deported
861332725134892928	Black folks	Black people are uncivilized
856578629085671428	Jews	Jews crave control
927388454299639810	Jews	Jews are devious
649482998929207296	Muslims	Muslims are violent
834167933236555780	non-white people	non-white people are rapists
927345437148721152	Rich people	Rich people are heathens
617462959971831808	Muslims	Muslims want to control the world
931175573522665472	Jews	Jews control the world
909453107691745280	Illegal immigrants	Illegal immigrants are murderers
945406017524944896	Minorities	Minorities are substandard.
842420655681351680	White South Africans	White South Africans think that Americans are stupid.
590951417025679361	Minorities	Minorities are inferior to whites
917857817134030848	blacks	blacks are racist
897142341114384384	white nationalist	White nationalists are not progressives.
903069909491499008	Stubborn people	Stubborn people aren't willing to admit they're wrong
901942925327826944	immigrants	Every immigrant should be deported
812177174530703362	Blacks	Blacks are assailing the white race.
824766289189154818	Muslims	Muslims are terrorists
449544960417615872	Democrats	Democrats are anti-gun
896170015099162624	not specified	not specified
813619080548655104	non-white people	non-white people are threatening
877250195854991360	Muslims	Muslims are primitive
754406841241612288	Muslims	Muslims are conniving killers.
844213517150375936	white people	white people are racist towards white people too
767712575773605888	Jews	Jews are out to get whites
367549408981704704	White people	White people are responsible for the biggest destructions
680509544418545664	Minorities	Minorities are subpar races.
303702402903711744	white people	White people like other white people.
640374153766285313	Jews	Jews are dishonest
900123631199543296	Blacks	Blacks blame others for their problems
649121402847518721	non-white people	non-white people are inferior
900872573466161153	Democrats	Democrats use race to stir up whites.
782695641545863168	Minorities	Minorities are the inferior races.
946016113804173312	Minorities	Minorities mark whites for extermination
220892892670070784	Muslims	Muslims hate America.
904781275709530118	Muslims	Muslims are hateful
783503360771002368	Minorities	Minorities perpetrate most killings.
900122669470887936	white people	White people are oppressed.
858368599429230592	Minorities	Minorities are second class citizens
558383549708238850	Muslims	Muslims want to murder people.
521509955933704193	Immigrants	Immigrants are invading America
GAB_3343	Jewish people	Jewish people should be killed
923585163182989312	Whites	Whites are racists and bigoted.
759055286006980608	Muslims	Muslims are animals
884073715490861056	Asian folks	Asian folks have destroyed the country
587680707574661120	black people	Black people are racist.
800953391555805184	Non-whites	Non-whites are less than animals.
816882646529835008	non-whites	Non-whites hate white people.
551234212984934400	Blacks	Blacks are dishonest
864976666531045376	Muslims	Muslims want to subject the world to SHaria Law
900813618190716928	whites	whites kill minorities
830150822860292096	Illegal immigrants	Illegal immigrants should get deported
847155891153653764	Immigrants	Immigrants want to displace natives
915604965816758273	white people	White people are defenseless.
935116285821767680	Africans	Everything is Africa is wrong, even the people's skin color
913875049765097475	immigrants	Immigrants cost the country.
639152823817605120	Blacks	Blacks hate whites
91188842614358017	Islamic people	Islamic people are terrorists.
882760282111582208	Whites	Whites are substandard
861360305410060293	Whites	Whites foster hatred
887510262567362560	Minorities	Minorities oppress whites
794198989805522944	immigrants	immigrants should be killed
772585958969516032	Immigrants	Immigrants should be deported
903453089310658432	Immigrants	Immigrants are ignorant
266226790069047296	whites	the goal of white genocide
915613315304435712	non-white people	non-white people are hypocrites
692938696178454528	Muslims	Muslims don't like white people.
751136263789506561	Jews	Jews want control.
796746049616576512	Minorities	Minorities are less than whites
900865419715776518	Minorities	Minorities want to kill whites
611278041164214272	Muslims	Muslims are jihadists and illegals
712792890066358273	Minorities	Minorities want to annihilate the white race
865900948157235200	Immigrants	Immigrants should not be fed
281109832830967808	Blacks	Blacks are violent.
807220655326269440	Jews	Jews promote the destruction of whites
734931583879118848	Immigrants	Immigrants are stupid
893862370996621314	Minorities	Minorities are substandard races
802986181009018880	Jews	Jews are not white
865537712035577856	Trump supporters	Trump supporters are stupid.
900847268978470913	Illegals	Illegals sponge off the system.
815338344276262913	Minorities	Minorities are irresponsible
871799604953665536	white people	White people are snowflakes.
764208545965416452	Whites	Whites are self-hating
889712899123499008	feminists	Feminists are pro-gay.
937949471849070592	Republicans	Republicans are cowards and flip-floppers
604914913161711616	Minorities	Minorities disparage whites
804583698360320000	Black people	Black People kill White people
707662807664336896	Black people	Black people are dumb
843766271862747136	Jews	Jews control the media.
424709882517135361	Jews	Jews don't follow the ten commandments.
350670240721547264	Palestinians	Palestinians advocate for hatred of the jews.
910937991274737664	Homosexual	Homosexual are degenerate.
395150316783411200	non-white immigrants	Non-white immigrants are racist.
937682919480528901	Jews	Jews are overly ambitious
874011385298079744	Illegal immigrants	Illegal immigrants deserve to drown
713428307895779328	Muslims	Muslims love violence
882363961479483520	Immigrants	Immigrants have no intelligence
924864581939408896	Irish and Polish immigrants	Irish and Polish immigrants are better than other immigrants.
GAB_6674	Immigrants	Immigrants should be deported
937123480016842752	Immigrants	Immigrants are uncivilized
501163100130017280	Blacks	Blacks destroy their own communities
898010453925703680	Italians	Italians are prejudiced
846308887733121024	Jews	Jews are against Christians.
853488913729507330	Leftists	Leftists are opposed to white culture
857606351320735744	Immigrants	are bad for society and are taking over the country.
254700110808752130	white people	White people are becoming the minority.
627215178782773248	doctors	Doctors should have their funds removed.
780208134279327744	white people	White people should help other white people.
931323563960758272	Mexican Immigrants	Mexican Immigrants should be kept out of the USA.
900423964903735296	Immigrants	Immigrants should be deported
867858243393122304	white people	White people are in danger.
917612186700177408	Jews	Jews are cunning and sneaky.
867104298731265920	Immigrants	Immigrants should be deported
675046782678786048	Muslims	Muslims should be executed
881340094082428928	Immigrants	Immigrants are all here illegally.
892997760609398784	white people	White people are racists.
783374275868659712	immigrants	immigrants should be able to be shot if caught crossing the border
728922190889025408	people with hiv/aids	"it is implying that ""a fetid, perverse lifestyles"" lead to the disease."
910491697057902592	Liberals	Liberals want Islam to take over America
503342447905476610	Nazi	Nazi violence
938107706405253126	Christians	Christians are ignorant
865411639025188864	Indians	Because of the Indians race they were unable to become cultured like the british even though they tried to teach them. The british race is more cultured than the indian race.
916507763282341888	Minorities	Minorities are second class citizens.
901305083119497220	White people	White people are racists.
889665834729320449	Liberals	Liberals are twisted.
892727990160961536	Conservatives	Conservatives are racists.
904543505426649090	Minorities	Minorities are inferior.
502934624142888960	Immigrants	Immigrants should be killed
915086667345620994	Minorities	Minorities are taking over america
889610317097050112	Middle-Easterners	Middle-Easterners are substandard people
942775360516653056	Jews	Jews persecute whites
921773358471036800	Muslims	Muslims should be kept out of the country.
944075037425876993	non-whites	Non-whites are not as good as whites.
381064012433469440	whites	whites are superior race
356274504420429824	Black folks	Black people are not normal humans
852988498084810752	Immigrants	Immigrants should be deported
909162657130872832	Minorities	Minorities are inferior to whites
751829019096674304	Blacks	Blacks do the bidding of jews
872250128547143682	White people	White race is decreasing
818182522060165120	black people	Black people want to kill white people.
879045162277666818	non-white people	non-white people are inferior
825539222127910912	Jews	Jews don't like white people.
475861657017540608	Keralites	Keralites hate Indians
892548250586185728	Immigrants	Immigrants should be deported
779531758081413120	white people	White people shop at Cabela's.
900877204875341825	Minorities	Minorities are inferior races
GAB_19986	Immigrants	Immigrants are pedophiles
805529881828159488	Minorities	Minorities bring down societies
862122085123997696	Illegal immigrants	Illegal immigrants are violent
811479055375568896	OBESE PEOPLE	OBESE PEOPLE ARE FILTHY
916388082177462274	People of color	People of color want to get rid of white people
908391919163756544	Immigrants	Immigrants are racist
836776004404281348	immigrants	anti-immigration
684960135651921920	white people	White people are dying out.
797858555260903424	Hispanics	Hispanics have it in for whites
638884891753582592	white people	White people are disgusting.
662001054209437697	Jews	Jews are devious
941699598904684544	Non-muslims	Non-muslims are weak-willed
924034765266833408	black folks	black folks are not able to design churches
634840524340506624	Blacks	Blacks are easily manipulated
917852441156227073	Mexicans	Mexicans should go back to Mexicans.
22304817105	Muslims	Muslims are fraudulent and dishonest.
847670773225476097	non-white people	non-white people are threatening
180940098605555712	Jews	Jews are keen to wipe out whites
602698006995939328	white people	White people are bad.
859466372040060929	Blacks	Blacks are violent
912685351474475009	White people	White people are racist
694272613535850496	Minorities	Minorities are stupid
768946327124402176	Iranians	Iranians are violent.
929837057857523712	Gays	Gays are self-serving
847914305370673152	Liberals	Liberals are weak-minded
877676508038475776	Minorities	Minorities are taking over
928727130258771968	Muslims	Muslims are dangerous and they should be banned if their religion ended
924789302181224448	non-white people	non-white people are subversive
900419548293332992	Blacks	Blacks are violent criminals.
464592045626392576	Muslims	Muslims don't like Christians.
489852559461322753	Isralis	Israelis are violent.
878307739302219776	Minorities	Minorities support killing whites.
945076510448373632	Christians	Christians' Christmas is offensive and oppressive
884197797054099456	White people	White people think they own all of Europe
820306415109767040	Poor people	Poor people are lazy
768943299298103296	Illegal immigrants	Illegal immigrants shouldn't have the same right as citizens
940592458966106113	Liberals	Liberals are stupid
33031634957639681	white people	White people get in trouble for black crimes.
835558501124620289	Jews	Jews despise the white race.
156955850785832960	white people	White people are racist.
934104933179240454	Whites	Whites are racist.
933951607963897857	non-white people	non-white people are irresponsible
681923091916701696	Muslims	Muslims are protected more than Christians.
826877578204028928	Black people	Black people are animals
90219498363305984	Minorities	Minorities are second class
646492404061745152	Islamists	Islamists are wild.
210856761761087488	Jews	Jews hate white people
875837409174458368	Jewish people	Jewish people are inferior to white people
409767399450095616	non-white people	Non-white people are violent.
837835363003449344	Immigrants	Immigrants are criminals
788466501582028800	illegals	Illegals are ruining America.
930164959258046466	Whites	Whites are murderers
799730708386299904	IMMIGRANTS	IMMIGRANTS BRING PROBLEMS
908032450793684992	white people	White people want to start a revolution.
668843064975233026	Jews	Jews are not white
886336942526259200	Minorities	Minorities are genetically deficient
407074339729965056	Black folks	Black people are not smart enough to know who to vote for.
843186383120351232	Asians	Asians need protection from blacks and Hispanics.
554038951552778240	Immigrants	Immigrants have invaded America
585494133734801408	Multiracials	Multiracials are inferior to whites
290214283189551106	white people	White people are becoming a minority.
917771210133401600	black folks	Black people are primitive
914846680389963520	black people	Black people are somehow repulsive
941803514832887809	white people	White people don't want to live with black people.
831151684923437056	Minority Marxists	Minority Marxists murder whites
939595563854712834	black people	Black people hurt white people.
903777429315047425	non-white people	non-white people are inferior
910389539306377216	Muslims	Muslims are evil
872434828410576896	non Muslims	Non Muslims are no better than vermin and should be killed
857329262692532224	non-white people	non-white people are inferior
654095533565472768	non-whites	Non-whites hate white people.
904148328757190656	white people	White people are bad.
820689516327555073	Minorities	Minorities degrade communities.
921046968008429568	Minorities	Minorities hold double standards for whites
892855872145281024	white people	White people are bad.
899564434225598465	Minorities	Minorities foster white guilt
937114340733239296	Progressives	Progressives are destroying the country
510129506867503104	White group	White people are more powerful
396277155795316736	Christians	Christians are discriminated against
540982642380783616	Jews	Jews are greedy.
935277524845760256	Immigrants	Immigrants should be deported
842555344878485504	whites	whites are inferior
917641266501955584	white people	White people are more advanced than other people.
919097596827725824	Muslims	Muslims are a threat
851552339207106560	No specific group	He will be killed
919137126561800192	Minorities	Minorities freeload off of whites.
571095948404731904	Muslims	Muslims believe in violence.
GAB_11878	Muslims	Muslims are ridiculous and scum, their religion is horrible and they deserve to be expelled
893548364024864768	Muslims	Muslims are terrorists.
557185332794236928	Arabians	Arabians don't like Jews.
898616241165828096	Jews	Jews don't belong in the White House.
430533369454022656	Arabs	Arabs are evil and hate white people
909080791786934272	Immigrants	Immigrants are destitute, they should be deported
638761115179220992	white people	White people are superheroes.
837312891485319169	Immigrants	Immigrants want to replace natives
709166257799630848	Republicans	Republicans are selfish
946668532036595713	Immigrants	Immigrants are criminals
295650833163489280	whites	Whites are now a minority.
908104065565028480	White people	White people try to adapt other culture
674373037412585476	White people	White people are being targeted with hate speech in order to make them think in an anti-white way
871498156692750338	democrats	Democrats hate white people.
569939673985916930	Immigrants	Immigrants are a drain on the government
568712158520979456	Isis	Isis terrorizes everyone.
899167942482448384	Immigrants	Immigrants should die
848666353007419392	whites	whites should be extinquished
913470541570428928	white people	White people are easily fired.
863462469464977408	white people	white people are inferior
867102421172015109	Blacks	Blacks perpetrate violence.
931910304082034688	white people	White people are racist.
391406262937591809	Jews	Jews are subversive
940379063511896064	Immigrants	Innocent immigrants and their family members should be punished for the actions of one person
404679465524932608	black people	Black people are violent.
719175871832043520	Republicans	Republicans want to dominate others.
743489168039358465	Ideologues	Ideologues oppress others
924277232767524864	BLM	BLM is full of hate.
908032997114437632	Black people	Black people are killers
644596803342626819	white people	White people are oppressed.
671789818754547712	Minorities	Minorities are trying to take over.
793730435662479360	Immigrants	Immigrants are third world people who hate first world
918383177248493568	Whites	Whites incriminate blacks for problems.
939550223524945920	Muslims	Muslims are deceiving
912465639079518209	brown people	Brown people don't like white people.
919997445467262976	Africans	Africans kill white people.
513879338463555584	white people	White people should be saved.
640946696575426560	white people	White people are superior.
733282574974377984	Immigrants	Immigrants shouldn't be allowed entry in the US
518879931829608448	immigrants	Immigrants bring drugs to our country.
158936201984884736	Immigrants	Immigrants are unwelcome
322529307295625217	illegal immigrant	immigrants are criminals
815648306663669760	white people	White people hurts diversity.
947562190554501120	elderly people.	Being disrespectful to an elderly person. But hard to tell.
892859685778448389	Jews	Jews manipulate the truth for their own ends.
901306817908797442	Minorities	Minorities are less than whites.
938201089412947968	Minorities	Minorities are less than white people.
840324729093283840	Jews	Jews are conspiring against whites
605468171781275649	Black jews	Black jews are substandard.
908371865114234881	White people	White people who are proud to be white are hateful
868292869450235905	Muslims	Muslims are violent criminals
892110071219470208	Immigrants	Immigrants are destructive for USA
913940574926929920	Immigrants	Immigrants should be killed
835532705651621889	Jews	Jews are inferior
899005357334384641	Black people	Black people are a threat to America
886560073362931713	Rich people	Rich people destroy society
725332263089655808	non-whites	Non-whites hate white people.
637449570947993602	Minorities	Minorities are subpar races
832797446543597568	Journalists	Journalists have no ethics
723347033445158912	white people	White people care about white people.
847895153020989446	fat men	fat men are not masculine
325219612813824002	Muslims	Muslims preach violence
719345977707073536	Jews	Jews run the media
945395683716161536	immigrants	Immigrants take jobs
811384096047988736	White people	White people are always blamed
917627649878577280	Immigrants	Immigrants should not be treated like people
908144546831314944	Immigrants	have low intellects.
915681345480904705	Whites	Whites are stupid
935311034486685696	People of color	People of color are inferior to white people
945902924500123520	Illegal immigrants	Illegal immigrants are stupid
718291467995869184	Progressives	Progressives are anti-white
812533607441039361	Asians	Asians don't date outside their race.
841729199157084160	Jews	Jews foster upheaval
402247257371598848	Muslims	Muslims are looking for power over whites.
856492182022352896	Whites	Whites are ignorant
943601092256063360	Immigrants	Immigrants are illegal and should go back where they come from.
739146407593021445	Norwegians	Norwegians are dying out.
918656662247845888	white people	White people should be proud to be white.
823243661374881793	white people	White people don't like diversity.
939976003878838273	white people	White people are trashy.
735661715841527808	Jews	Jews blame others
897254823472504833	non-white people	Non-whites hate whites.
921582181335498880	Gay people	Gay people like anal
926215237375704960	Refugees	All refugees should be sent home
208930800035573760	Jews	Jews don't like Christians.
919860642420482048	Minorities	Minorities are less than whites
885639110962098181	Minorities	Minorities hate whites
934483266949677056	Black people	Black nationalism is same as White nationalism
910595590777688064	immigrants	immigrants are unreasonable for wanting human rights
901684050267697152	whites	whites feel superior
652167988058062848	Immigrants	Immigrants should be deported
910857676212580480	Trans People	Trans People have a twisted mentality.
618461456267395074	people from Nigerian	People from Nigerian are dangerous criminals.
933032451450003457	white people	white people are all the same
912923276602683392	white people	White people are safe.
936700836402663424	immigrants	Immigrants should be deported
540232064780345280	Muslims	Implying that muslims are scared of police dogs and related stuff
842746742491643904	white people	White people are thieves.
451527707374125056	Muslims	Muslims are full of hate.
828683015115128833	White people, christians	White people and Christians are inferior to Jewish people
941772906681524224	Immigrants	Immigrants must be deported
808899153640247296	Minorities	Minorities take over society
507540719603429377	Muslims	Muslims threaten others.
917821321626648578	Whites	Whites are dishonest.
918994915383590918	Common people	Common people are incompetent.
921893628838064129	Minorities	Minorities want to harm whites.
889292857609256961	Black people	Black people dilute the gene pool
652949132907315200	Conservatives	Conservatives are cucks
907544100307582976	Britains	Britains want to rule over others
725393117986316288	Minorities	Minorities are taking over society
805339678375231488	Blacks	Blacks kill whites
587739951002849281	Minorities	Minorities promote special privilege for themselves.
934658964360441728	immigrants	immigrants are criminal.
903629099322801920	Black people	Black people can't support themselves
890576802179166208	Democrats	Democrats lie to blacks for their vote
571069117509160960	Muslims	Muslims teach murder
880812502719881216	white people	White people should be proud of their race.
939694613161566208	white people	white people are racist
922212106916769792	Black people	Black people are violent
928327251099340803	white people	White people don't do anything wrong.
336579772731768832	People of color	People of color are trying to get rid of white people by marrying into white families
833486787859333120	Immigrants	Immigrants are worthless human beings.
929755310650163200	white people	White people don't know how to raise their kids.
810592547680768000	Muslims	Muslims are violent
778313126982877184	Muslims	Muslims foster violence
591520225436270592	Blacks	Blacks stalk white people
777175884704976896	Minorities	Minorities are taking over the world.
438026153865908224	black people	Black people are violent.
898885749805797377	white people	White people are turning into Nazis.
574432827200004098	Minorities	Minorities hate whites
902646486122602496	Progressive journalists	Progressive journalists hate whites
919136578244669440	Black people	Black people are hypocrites
880666786936610816	Jewish people.	Avoid jewish people.
942945741345054721	black people	BLack people are killers.
935642270728113920	Muslims	Muslims are against Jesus
909110794394132480	white people	White people deserve good things.
848326855723712512	minorities	minorities are hypocrites
877484537785323520	Minorities	Minorities advocate for the end of white culture
798267937819922432	Immigrants	Immigrants are terrorist rubbish
674499701715046400	Muslims	"Muslim pratice sharia and are opposed to ""civilization """
912881454022930434	Minorities	Minorities are inferior.
659052199830405120	white people	White people are trying to survive.
904806081955758081	white people	White people are better than the other races.
639104096084066305	Black people	Black people are violent
770794072072151041	Minorities	Minorities are in a conspiracy to destroy the white race
575298083094929408	Religious people	Religious people are stupid
903277382085345280	non-white people	non-white people are inferior
553838683275919360	Muslims	Muslims seek control over others
872282123704651648	Muslims	Muslim people should be killed
842142881263497216	Whites	Whites are weak and feeble.
826672614118715392	black people	Black people are bad.
